#  Index          Path Flux       Relative Flux
           0 0 0
           1   3.0668875722003868E-008  0.14743622650055138     
           2   6.0475921966702155E-008  0.29072933125211370     
           3   8.7082165302534733E-008  0.41863503455691981     
           4   1.0788504533906874E-007  0.51864190017311484     
           5   1.2530786195376055E-007  0.60239959510675334     
           6   1.3517972932433809E-007  0.64985718327610453     
           7   1.4466074723331158E-007  0.69543581865073922     
           8   1.5113671344158165E-007  0.72656809846911519     
           9   1.5693402318650681E-007  0.75443783456229052     
          10   1.6185852286646122E-007  0.77811166130432319     
          11   1.6580827400499827E-007  0.79709952407310258     
          12   1.6885132138340378E-007  0.81172853840676495     
          13   1.7127425327475707E-007  0.82337643637234559     
          14   1.7342878433267205E-007  0.83373403578148586     
          15   1.7558245952018693E-007  0.84408752071628712     
          16   1.7756914833329397E-007  0.85363824257809995     
          17   1.7939356469408268E-007  0.86240886287206686     
          18   1.8108822483196477E-007  0.87055569871290517     
          19   1.8253108584410240E-007  0.87749204632872968     
          20   1.8391722231454058E-007  0.88415569883652512     
          21   1.8520375487280149E-007  0.89034051980549211     
          22   1.8637874738678194E-007  0.89598912799047947     
          23   1.8746544810388253E-007  0.90121328601039030     
          24   1.8849681029926944E-007  0.90617141201479656     
          25   1.8947865712150807E-007  0.91089149995621921     
          26   1.9032735227726391E-007  0.91497148033594222     
          27   1.9116708693814728E-007  0.91900838442021993     
          28   1.9199780244310657E-007  0.92300193020445043     
          29   1.9271870862024717E-007  0.92646758337615420     
          30   1.9333647218135425E-007  0.92943739319718466     
          31   1.9390559826133805E-007  0.93217338529537752     
          32   1.9447063088241100E-007  0.93488969867627347     
          33   1.9503457756360408E-007  0.93760079155676535     
          34   1.9555822832392995E-007  0.94011816757036337     
          35   1.9608051594940975E-007  0.94262899050846760     
          36   1.9656635881346775E-007  0.94496461047700586     
          37   1.9701304999523069E-007  0.94711201434166559     
          38   1.9745733191652020E-007  0.94924783603174290     
          39   1.9789517536167720E-007  0.95135270567017027     
          40   1.9831811257200579E-007  0.95338591572008358     
          41   1.9873680843749882E-007  0.95539873611230242     
          42   1.9911703575327785E-007  0.95722662446266249     
          43   1.9949257808134711E-007  0.95903199040576548     
          44   1.9985807207074052E-007  0.96078905040017981     
          45   2.0017214620446348E-007  0.96229891680471580     
          46   2.0047626685537383E-007  0.96376093326653678     
          47   2.0074615521130978E-007  0.96505838287428636     
          48   2.0100528237657228E-007  0.96630409959948982     
          49   2.0125899191248711E-007  0.96752377184771809     
          50   2.0149573540163601E-007  0.96866188225662508     
          51   2.0172154429851553E-007  0.96974742617965459     
